Source (A),Source (B),Source (C),Source (D),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
Kill The Lights,Luke Bryan,"High beams, you and me Little back road, barely see Right song, radio Throw it in low and drive slow I saw you and it lit me up A girl like you, it's just too much Kill the lights, kill the lights You can take me there tonight We can make some sparks fly We can make the dark cry Feel the ride, take me high The yellow moon in your eyes Lost in your slow stare In the middle of nowhere Skin on skin, don't care where we've been Pull me in and kill the lights We can feel our way through Let me just hold on to you Baby trust my hands Live it up while we still can and Kill the lights, kill the lights You can take me there tonight We can make some sparks fly We can make the dark cry Feel the ride, take me high The yellow moon in your eyes Lost in your slow stare In the middle of nowhere Skin on skin, don't care where we've been Pull me in and kill the lights Don't it feel right Until the sunrise We can just go on what we know Can't help but wanna want ya You wanna do this don't ya Come here, let me pull you closer You reach over and Kill the lights, kill the lights You can take me there tonight We can make some sparks fly We can make the dark cry Feel the ride, take me high The yellow moon in your eyes Lost in your slow stare In the middle of nowhere Skin on skin, don't care where we've been Skin on skin, don't care where we've been Pull me in and kill the lights Kill the lights Baby you and me, kill the lights Kill the lights",0,303,41.71,93.12,92.64,1.00,303.00,2.64,97.03,55.78,18.81,16.50,5.28,4.95,6.27,0.00,0.00,2.31,8.58,9.57,10.56,4.95,3.96,3.30,21.78,3.96,1.65,1.65,0.00,1.32,7.92,1.65,6.27,0.00,3.96,2.31,12.87,0.66,0.00,0.33,0.00,7.92,1.98,1.98,0.99,1.32,0.99,0.66,14.19,8.91,0.66,4.62,4.29,3.96,0.33,0.00,0.00,11.22,5.28,0.99,2.97,1.98,0.33,4.29,16.50,1.65,22.77,5.94,14.52,3.96,0.00,0.66,0.00,0.00,0.00,3.96,1.32,0.00,0.66,0.00,0.00,0.00,9.24,0.00,5.28,0.00,0.00,0.00,0.00,0.00,0.00,3.96,0.00,0.00
Draw Bar,Linkin Park,,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I Feel It Coming,The Weeknd,"Yeah, uh Tell me what you really like Baby, I can take my time We don't ever have to fight Just take it step-by-step I can see it in your eyes 'Cause they never tell me lies I can feel that body shake And the heat between your legs You've been scared of love and what it did to you You don't have to run, I know what you've been through Just a simple touch and it can set you free We don't have to rush when you're alone with me I feel it coming, I feel it coming, babe I feel it coming, I feel it coming, babe I feel it coming, I feel it coming, babe I feel it coming, I feel it coming, babe You are not the single type So baby, this the perfect time I'm just tryna get you high And faded off this touch You don't need a lonely night So baby, I can make it right You just got to let me try To give you what you want You've been scared of love and what it did to you You don't have to run, I know what you've been through Just a simple touch and it can set you free We don't have to rush when you're alone with me I feel it coming, I feel it coming, babe I feel it coming, I feel it coming, babe I feel it coming, I feel it coming, babe I feel it coming, I feel it coming, babe I feel it coming, I feel it coming, babe I feel it coming, I feel it coming, babe I feel it coming, I feel it coming, babe I feel it coming, I feel it coming, babe Hey! You've been scared of love and what it did to you You don't have to run, I know what you've been through Just a simple touch and it can set you free We don't have to rush when you're alone with me I feel it coming, I feel it coming, babe I feel it coming, I feel it coming, babe I feel it coming, I feel it coming, babe I feel it coming, I feel it coming, babe I know what you feel right now I feel it coming, I feel it coming, babe I feel it coming, I feel it coming, babe I feel it coming, I feel it coming, babe I feel it coming, I feel it coming, babe I know what you say right now, babe I feel it coming, I feel it coming, babe I feel it coming, I feel it coming, babe I feel it coming, I feel it coming, babe I feel it coming, I feel it coming, babe I know what you say right now, babe I feel it coming, I feel it coming, babe I feel it coming, I feel it coming, babe I feel it coming, I feel it coming, babe I feel it coming, I feel it coming, babe I feel it coming, babe I feel it coming, babe I feel it coming, babe I feel it coming, babe",1,522,2.80,69.07,99.00,17.43,261.00,0.96,99.04,55.36,37.55,21.65,14.94,0.77,5.75,0.00,0.19,15.90,1.34,4.98,8.43,3.26,2.49,1.92,34.87,2.87,0.19,2.68,0.19,0.19,3.26,1.34,1.92,0.77,0.38,0.77,15.71,0.57,6.51,0.00,0.00,15.13,13.03,0.38,0.38,0.38,0.57,0.38,13.41,0.38,0.38,12.64,1.15,0.57,0.00,0.00,0.00,2.68,1.34,0.19,0.19,0.96,0.00,3.07,22.22,11.49,16.86,13.22,1.34,2.30,0.00,0.00,0.00,0.57,0.00,0.00,0.77,0.00,0.19,0.19,0.19,0.00,17.43,0.00,13.22,0.00,0.00,0.00,0.19,0.38,0.00,3.64,0.00,0.00
Just Another Day,Lady Gaga,"Yeah man, play that New York drum, Homer Show 'em how we do it Downtown Just another way to prove I love you, when it's hard today I'll lay back in my chair and find a way And when you say that thing that you say That makes me mad, I'll turn away I'll turn away I'll turn away And think of different ways to keep my spirits up And choreograph hours with playful, joyish thoughts We both know I could learn a thing or two About relaxing, hey I love you And after all it's just another day Oh, I could use some two or three Or other kind of ways to be But today I won't be so hard on me I'll walk alone down a different street And smile at all the new strange I meet And pick up unique style, I'll kick around today And create simple thoughts I'll laugh in humble ways We both know I could learn a thing or two About behavin' But I love you And after all it's just another day Come on, Mark! Ladies and gentlemen, Brian Newman We both know I could learn a thing or two About behavin' But I love you And after all, it's just another day Oooooh oooo, oooooh oooo Oooooh oooo, oooooh oooo Oooooh oooo, oooooh oooo And after all It's just another day",0,229,15.12,46.51,98.99,86.36,114.50,8.30,94.76,51.97,22.27,13.54,9.17,1.75,2.62,0.00,0.00,8.73,2.62,10.48,8.73,6.11,10.48,0.44,18.78,6.55,3.06,1.31,2.18,6.11,6.11,4.80,1.31,0.00,0.44,0.44,9.17,0.00,0.00,0.44,0.87,16.59,4.80,2.18,1.75,3.06,2.62,4.80,2.62,0.44,1.31,0.87,1.75,0.00,0.00,0.00,0.00,6.11,3.93,0.44,1.75,0.00,0.00,0.00,14.41,3.49,17.90,2.18,8.73,7.42,1.75,1.75,0.44,0.00,0.44,0.00,6.99,0.00,5.68,0.44,0.44,0.00,13.54,0.00,6.11,0.00,0.00,0.00,0.44,0.00,0.00,6.99,0.00,0.00
Hurricane,Luke Combs,"Hadn't had a good time Since you know when Got talked into going out With hopes you were staying in I was feeling like myself for the first time In a long time 'Til I bumped into some of your friends Over there talkin' to mine Then you roll in with your hair in the wind Baby, without warning I was doing alright But just your sight had my heart storming The moon went hiding, stars quit shining Rain was dropping, thunder n' lightning You wrecked my whole world when you came And hit me like a hurricane You hit me like a hurricane Knew it was gonna be a long night From the moment when We locked eyes over whiskey on ice Started talking bout us again If I woulda just laid my drink down And walked out I wouldn't be in my truck Driving us to your house But you roll in with your hair in the wind Baby, without warning I was doing alright But just your sight had my heart storming The moon went hiding, stars quit shining Rain was dropping, thunder n' lightning You wrecked my whole world when you came And hit me like a hurricane You hit me like a hurricane Yeah, we go to 5 With your smile Blew me away And girl, it ain't but midnight You done killed the lights Bring my heart back to your bedside Then you roll in with your hair in the wind Baby, without warning Cause I was doing alright But just your sight had my heart storming The moon went hiding, stars quit shining Rain was dropping, thunder n' lightning You wrecked my whole world when you came And hit me like a hurricane You hit me like a hurricane You hit me like a hurricane",1,303,56.67,79.53,94.06,37.45,303.00,14.52,83.50,54.79,19.14,18.48,8.58,1.32,8.58,0.00,0.00,0.66,6.27,13.86,7.26,3.96,5.94,1.98,17.82,0.00,2.64,1.65,0.66,1.32,3.30,1.98,1.32,0.00,0.33,0.00,12.21,0.99,0.33,0.33,0.00,5.94,0.99,0.66,0.99,0.99,0.00,3.30,3.96,2.64,0.99,0.33,2.31,1.65,0.00,0.00,0.66,6.60,1.65,1.32,0.99,0.66,1.98,8.91,2.31,1.32,18.48,5.28,8.25,5.61,0.00,0.66,0.33,0.00,0.00,0.33,1.65,0.00,0.33,1.32,0.00,0.00,6.27,0.00,3.63,0.00,0.00,0.00,0.00,0.00,0.00,2.64,0.00,0.00
Prisoner,James Arthur,"If I'm underneath the table Then pour me another drink Oh, I don't want to remember I don't even want to think I'm a slave to my addiction I'm a hazard to myself On a fast track to perdition Oh, I'm heading straight to hell When I throw up out your window You should confiscate my key I will drive you up the fucking wall Is it too late to believe I tried so hard to change But the devil locked my door I wear these heavy chains around my neck Like a prisoner I just want to love But he won't let me go Loosen up my chains Or I'm a condemned prisoner I was stood there in the spotlight With this city at my feet But I was a dead man walking Nothing ever comes for free So I moved on down to London Where I traded in my soul I could not fill my heart With all those one night stands and gold So throw me out your mom's house I've been living there too long Well she never liked me anyway Cause she knows I'm northern scum I tried so hard to change But the devil locked my door I wear these heavy chains around my neck Like a prisoner I just wanna love But he won't let me go Loosen up my chains Or I'm a condemned prisoner I think my minds on the blink So I get high, so high and I drink I suffered enough of the heart palps when I think Discovered it up at the bar 9 drinks in Now I'm at the disco, convinced the girls think I'm the bizzo Course I'm on the brink Looking at me funny then course I'm gonna swing Karaoke? Course I wanna sing Or pour me another drink It always ends the same Or I'm a condemned prisoner I tried so hard to change But the devil locked my door I wear these heavy chains around my neck Like a prisoner I just wanna love But he won't let me go Loosen up my chains Or I'm a condemned prisoner",0,356,26.02,2.99,99.00,11.29,178.00,8.71,92.42,58.71,22.75,19.94,17.42,0.00,1.12,1.40,0.00,2.81,7.02,12.08,8.99,7.30,7.30,2.25,18.54,3.93,1.12,0.84,0.56,0.84,5.06,1.97,3.09,0.00,0.56,0.28,4.21,0.28,0.00,1.12,1.12,11.24,2.53,1.12,2.53,1.69,1.40,3.93,3.09,0.28,0.28,2.53,5.62,2.53,0.56,0.28,1.40,8.43,0.84,0.84,6.18,0.28,0.28,3.09,10.96,3.09,17.98,4.49,10.39,3.37,1.12,1.97,1.40,0.56,1.40,0.28,2.81,0.56,0.28,0.00,0.84,0.28,7.02,0.00,1.12,0.00,0.00,0.28,0.00,0.00,0.00,5.62,0.00,0.00
Moonlight,Ariana Grande,"The sun is setting And you're right here by my side And the movie's playing But we won't be watching tonight Every look, every touch Makes me wanna give you my heart I be crushin' on you, baby Stay right where you are cause I never knew, I never knew You could hold moonlight in your hands 'Til the night I held you You are my moonlight Moonlight I kiss his fingertips As I'm wishing he's all mine He's giving me Elvis With some James Dean in his eyes Puts his lips on my neck Makes me want to give him my body I be fallin' for you, baby And I just can't stop 'Cause I never knew, I never knew You could hold moonlight in your hands 'Til the night I held you You are my moonlight Moonlight Baby, I be fallin' You are my moonlight Moonlight Moonlight He's so bossy He makes me dance Tryna sit in the back of his whip And just cancel my plans Sweet like candy But he's such a man He knows just what it does When he�s holding me tight And he calls me ""Moonlight"" too",0,196,3.50,79.29,52.86,64.46,196.00,9.18,87.24,57.65,29.08,28.06,13.78,0.51,7.14,6.63,0.00,1.02,3.06,6.63,11.22,7.14,5.10,3.06,21.43,2.04,1.02,1.53,0.00,2.04,2.04,2.04,0.00,0.00,0.00,0.00,18.88,1.53,0.00,0.00,7.14,13.78,2.55,2.55,2.55,1.02,3.57,1.53,4.59,1.53,0.00,2.55,5.10,4.08,0.00,0.00,1.02,3.57,1.53,0.51,1.02,0.00,0.51,3.06,15.31,2.55,12.76,1.53,6.63,5.61,0.51,1.53,0.00,0.00,0.00,0.00,1.02,0.00,0.51,0.00,0.00,0.00,12.24,0.00,3.06,0.00,0.00,0.00,0.00,0.00,1.02,8.16,0.00,0.00
No Long Talk,Drake,"Wheel it! Yeah Yeah Murda on tha beat, so it's not nice That's Baka, he's a no-long-talker Quick to let the motherfuckin' TEC slam We don't need to hear about a next man Youts talk down, then they get ran Left them, get dipped from the whole ends If Gilla call shots, no questions G-Way 'til I'm restin' But we still got love for the West End If it's a chit-chat ting, better talk nice Murda on the beat, so it's not nice Skull gets hot, then I'm not nice You tryna date her and she been let me wap twice Now you man are on a diss ting Just know man like Chubbs He's a fixer if I ever gotta fix tings Just know man like Fif, he�s a sickaz You get tanned, he don�t miss things Just know man like me, I'm a Sixer And I oversee the whole thing Yeah, I pree the whole thing Yeah, I pree the whole thing Preme got the hurt tucked, can't see the whole thing Niggas wanna talk splits, now we need the whole thing Man gets duppied when we touch a button Man catch suckers, then we're touchin' somethin' Man gets stuck in, yeah, we're stuck in somethin' Man gets rappin' when we're suckin' somethin' Man gets battered with the crutch or somethin' Man bat bat it, then we buck or somethin' If man child play it, then we Chucky somethin' If man start throwin', then we're chuckin' somethin' I'm on the best side, got the TEC lined In the whip, on the left side, on a death ride MAC-10 and the spesh flies, and the TEC slide Nutty shit like somethin' just climbed out the X-Files Textbook, like it's old school, like in textiles Lighty, lookin' healthy and she gets smiles Home time, grab a quick drink and she gets wild Sexy, and I rate that and her sex style Fuckin' somethin', yeah nigga, fuckin' somethin' Back bent, pussy, I'll fuck her somethin' Cognac, better grab a cup of somethin' Glue pussy like a nigga stuck or somethin' Stuck or somethin', like a nigga stuck or somethin' Saw the monster, it's like a truck or somethin' Spread the pussy out, I'm 'bout to butter somethin' Man gone Hollywood, it's like I'm Buck or somethin' You dun know, it's Hollowman Giggs Right now, just here with the big man Drizzy, you get me? More Life flex, you dun know OVO and SN1 to the world, brap",0,422,57.72,64.78,38.16,43.00,140.67,8.29,78.44,44.55,14.45,10.19,3.55,2.37,1.42,2.37,0.47,4.27,8.53,7.82,6.16,4.03,7.58,1.90,16.11,3.79,3.32,0.47,0.71,1.66,4.74,2.84,1.90,0.00,1.18,0.47,12.56,0.00,0.24,1.42,4.50,6.87,1.42,0.00,1.90,3.32,0.24,4.27,2.37,0.47,0.24,1.42,3.32,1.18,0.24,1.90,0.47,8.29,2.84,1.42,1.42,4.03,0.00,3.32,13.27,2.13,14.22,1.66,7.35,5.45,0.47,0.47,0.24,0.47,0.00,0.24,5.45,2.84,0.95,1.42,0.00,0.00,25.36,0.00,10.43,0.00,0.00,0.24,0.24,1.42,0.00,13.03,0.00,0.00
Swang,Rae Sremmurd,"Um, it's nasty Uh, it's nasty Uhmm Know some young niggas like to swang, uhmm Know some young niggas like to swang Know some young niggas like to swang Know some young niggas like to swang Know some young niggas like to swang Big bank take a little bank Everyday spillin' up drank She want the whole crew, shawty brave When the money talks, what is there to say? Blow away, watch it blow away When I die can't take it to the grave Hop out, drop, top, fuck y'all talkin' I need it right now Cash in the air, yeah, what goes up gotta come down Gettin' dough ain't a thing change Coasting, grippin' grain Goin' through the money like a phase Don't say my name in vain I'm so glad that you came All these bad bitches gettin' slain Broke ass nigga get a clue All these niggas know how we do Know some young niggas like to swang Know some young niggas like to swang Big bank take a little bank Everyday spillin' up drank She want the whole crew, shawty brave When the money talks, what is there to say? Blow away, watch it blow away When I die can't take it to the grave Hop out, drop, top, fuck y'all talkin' I need it right now Cash in the air, yeah, what goes up gotta come down I know some young niggas from the bottom They'll do anything for a dollar I coulda went to school to be a doctor But I dropped out and chose to be a baller Switchin' lanes, spittin' game in my new drop Still on a paper chase that don't ever stop Everybody with me family, that's how we rock Party at the mansion, we bout to flood the spot Sremmlife! Know some young niggas like to swang Know some young niggas like to swang Big bank take a little bank Everyday spillin' up drank She want the whole crew, shawty brave When the money talks, what is there to say? Blow away, watch it blow away When I die can't take it to the grave",1,356,87.35,41.13,80.33,6.79,71.20,4.78,87.36,44.66,13.48,6.18,3.37,0.84,0.84,0.84,0.28,7.30,7.02,15.45,4.21,4.49,3.09,1.69,17.42,5.34,3.65,3.65,0.00,4.21,4.49,1.40,3.09,0.00,1.40,1.12,7.02,0.28,0.84,0.84,0.00,12.08,3.37,0.84,1.40,3.09,1.97,1.40,2.25,0.84,1.12,0.28,1.97,0.28,0.28,0.56,0.84,9.55,2.53,0.56,4.49,1.97,0.56,1.97,17.13,0.84,20.22,3.37,9.83,7.02,3.37,1.12,0.28,3.65,0.00,1.97,6.18,4.49,0.56,0.56,0.56,0.00,15.17,0.00,7.30,0.00,0.00,0.84,0.28,0.00,0.00,6.74,0.00,0.00
Dive,Ed Sheeran,"Oh, maybe I came on too strong Maybe I waited too long Maybe I played my cards wrong Oh, just a little bit wrong Baby I apologize for it I could fall, or I could fly Here in your aeroplane And I could live, I could die Hanging on the words you say And I've been known to give my all And jumping in harder than Ten thousand rocks on the lake So don't call me baby Unless you mean it Don't tell me you need me If you don't believe it So let me know the truth Before I dive right into you You're a mystery I have travelled the world And there's no other girl like you No one, what's your history? Do you have a tendency to lead some people on? 'Cause I heard you do, mmh I could fall, or I could fly Here in your aeroplane And I could live, I could die Hanging on the words you say And I've been known to give my all And lie awake, every day Don't know how much I can take So don't call me baby Unless you mean it Don't tell me you need me If you don't believe it So let me know the truth Before I dive right into you I could fall, or I could fly Here in your aeroplane And I could live, I could die Hanging on the words you say And I've been known to give my all Sitting back, looking at Every mess that I made So don't call me baby Unless you mean it Don't tell me you need me If you don't believe it So let me know the truth Before I dive right into you Before I dive right into you Before I dive right into you",1,301,5.01,53.99,95.04,37.53,100.33,5.98,94.68,62.79,26.25,22.92,14.62,0.00,8.31,0.00,0.00,3.32,3.65,10.30,12.96,5.98,8.31,3.99,26.91,4.32,2.66,0.66,1.00,2.66,2.66,1.66,1.00,0.00,0.00,0.00,14.95,1.33,0.00,0.33,0.00,18.60,4.32,1.33,5.98,3.65,2.66,3.65,1.99,0.33,1.33,0.33,1.00,0.00,1.00,0.00,0.00,1.99,0.00,0.33,1.00,0.33,0.66,3.65,16.61,0.00,14.29,2.99,8.64,2.99,0.33,1.99,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.33,0.66,0.00,10.30,0.00,3.99,0.00,0.00,0.66,0.00,0.00,0.00,5.65,0.00,0.00
Better Man,Little Big Town,"I know I�m probably better off on my own Than lovin' a man who didn�t know What he had when he had it And I see the permanent damage you did to me Never again, I just wish I could forget when it was magic I wish it wasn�t 4am, standing in the mirror Saying to myself, you know you had to do it I know the bravest thing I ever did was run Sometimes, in the middle of the night, I can feel you again But I just miss you, and I just wish you were a better man And I know why we had to say goodbye Like the back of my hand And I just miss you, and I just wish you were a better man A better man I know I�m probably better off all alone Than needing a man who could change his mind At any given minute And it�s always on your terms I�m hanging on every careless word Hoping it might turn sweet again Like it was in the beginning But your jealousy, I can hear it now You�re talking down to me like I�ll always be around You push my love away like it�s some kind of loaded gun Boy, you never thought I�d run Sometimes, in the middle of the night, I can feel you again But I just miss you, and I just wish you were a better man And I know why we had to say goodbye Like the back of my hand And I just miss you, and I just wish you were a better man A better man Better man I hold onto this pride because these days it�s all I have And I gave you my best and we both know you can�t say that You can�t say that I wish you were a better man I wonder what we would�ve become If you were a better man We might still be in love If you were a better man You would�ve been the one If you were a better man Yeah, yeah Sometimes, in the middle of the night, I can feel you again But I just miss you, and I just wish you were a better man And I know why we had to say goodbye Like the back of my hand And I just miss you and I just wish you were a better man A better man Better man We might still be in love, if you were a better man Better man",1,420,11.08,89.20,77.21,91.51,420.00,5.24,97.14,66.19,25.48,20.95,10.95,1.67,7.62,0.71,0.00,4.52,7.14,9.05,12.14,8.33,6.43,1.43,22.38,6.90,7.62,2.14,0.24,1.43,8.81,6.43,2.38,0.00,0.24,1.67,18.81,0.00,0.00,0.00,5.48,16.19,3.57,1.19,4.52,4.05,1.90,3.33,3.57,0.24,1.67,1.43,1.67,0.71,0.00,0.00,0.24,7.62,2.38,5.00,0.48,4.76,0.00,6.90,11.90,3.33,12.86,1.19,5.71,6.67,0.00,0.24,0.00,0.00,0.00,0.00,0.48,0.00,0.00,0.48,0.00,0.00,8.10,0.00,4.29,0.00,0.00,0.00,0.00,0.00,0.00,3.81,0.00,0.00
Inspire Me,Big Sean,"You do the right thing, you know you inspire me You do the right thing, you know you inspire me Can't go wrong You do the right thing, you know you inspire me You tried to keep me away from temptation Introduced me to The Temptations Marvin Gaye and Isley Brothers Dancing so hard the living room shaking Yeah we dance in the house My mama's the man of the house Mama you too good for them men Even dad, you too good for him Mama you know you inspire me You deserve early retirement You text me, tell me to take my vitamins When I got a new love you invite 'em in When we break up, you don't like 'em then Loyal, loyal, swear you super loyal Worth more to me than striking oil You deserve the life I'm tryna show ya I remember all of the sacrifices Growing up in debt, but never hungry Rich in everything except money That's that faith that you can't buy But I buy that new crib, you look right in it I buy that new car in the color that you like it in And play my song every single time you drive in it That's 'cause you inspired it You do the right thing, you know you inspire me You do the right thing, you know you inspire me Can't go wrong, wrong, wrong You do the right thing, you know you inspire me I know it's hard to get me on the line I'm busy like every other time Since I got a house in that other town You wonder when I'ma come around I know you worry about me I give you attitude like, ""Don't worry 'bout it"" Don't hit ya up like I don't care about you But I hold you down, I swear I got you I know I got problems communicating I probably should've went to school And got that degree in communications I should be with you on vacation I should take you where you should be taken Asia, Africa, Dubai, anything you want, I do buy Just want you to know I do try To take care of ya, mama you the one, you the one You the moon, you the stars, you the sun I'm so happy I'm your son I'm so happy I'm your son You love me since day one Since before day one So before the day's done I gotta, gotta let you know You do the right thing, you know you inspire me You do the right thing, you know you inspire me Can't go wrong, wrong, wrong You do the right thing, you know you inspire me Look, mama, you know you inspire me If I ever made you not feel like it, then this is my apology So sorry, look, dear mama you know your son shine for ya I'm Sean for ya, my lady Don't you ever let 'em talk to you crazy Anything for the fam, how you raise me I'm yo baby but you still my baby Ayy",0,516,14.88,98.07,95.22,84.08,516.00,7.56,94.57,59.50,32.56,26.55,10.85,0.39,14.92,0.19,0.19,6.01,5.43,9.69,7.56,4.26,3.68,2.13,18.41,5.43,1.55,0.97,0.97,0.97,8.33,5.81,2.52,0.58,0.00,0.19,21.12,2.52,0.19,1.16,1.55,13.76,6.20,1.16,1.55,1.36,1.36,2.71,2.13,1.16,0.19,0.58,1.16,0.00,0.58,0.00,0.19,8.33,2.71,0.58,1.16,2.33,1.55,2.33,15.12,0.78,12.98,1.94,6.01,4.84,0.58,0.97,0.78,1.55,0.39,0.00,2.71,0.00,2.52,0.19,0.00,0.00,13.57,0.00,7.36,0.00,0.00,0.00,0.00,0.00,0.39,5.81,0.00,0.00
Drinkin' Too Much,Sam Hunt,"Oh, I drink and take a sip of it Feelin' like a hypocrite Go for more and I don't give a shit I never used to talk, I never used to talk like this I�m sorry I named the album �Montevallo� And I�m sorry people know your name now And strangers hit you up on social media I�m sorry you can�t listen to the radio And drive out to the place we used to get peaches down in Pelham I know you want your privacy And you�ve got nothing to say to me But I wish you'd let me pay off your student loans To these songs you gave to me 'Member the first time you stayed with me? Overpacked, and drove up, and went to the CMA's with me Two years later, it felt like you were a million miles away from me And I was the one on stage, drunk Barely holdin' on, on ABC Hope your dad still prays for me Drinkin� too much, drinkin� too much Since you been gone, I can�t get gone enough I'm on top of the world, I'm going down I'm gonna drink it all 'til you're not around Drinkin� too much, drinkin� too much Since you been gone, I can�t get gone enough I'm on top of the world, I'm going down I'm gonna drink it all 'til you're not around A year ago I was in a hotel room in Pheonix Wonderin' if it's ever OK to lie Cause I knew the truth would make you wanna die But I told you everything, and you told me to have a good life But you still couldn't believe it was really goodbye Every night you'd fill the bathtub up Lie there for hours, put your face under water, and cry I never wanted to be a heartbreaker Turn your sisters and friends into matchmakers I know you think my dreams came true Since you been gone Singin' these songs are just something to do Every dream I ever had was you Hope you know I'm still in love It's the kind you can't fall out of Drinkin� too much, drinkin� too much Since you been gone, I can�t get gone enough I'm on top of the world, I'm going down I'm gonna drink it all 'til you're not around Drinkin� too much, drinkin� too much Since you been gone, I can�t get gone enough I'm on top of the world, I'm going down I'm gonna drink it all 'til you're not around I know this might seem like a contradiction The last thing you need is more unwanted attention But you changed your number, and moved And this is the only way I could reach you So wherever you are, turn it up and listen Hannah Lee, I'm on my way to you Nobody can love you like I do I don't know what I'm gonna say to you But I know there ain't no way, I know there ain't no way No there ain't no way we're through",0,513,23.52,55.42,98.72,36.02,256.50,7.02,92.59,58.87,22.22,18.32,10.14,0.39,7.80,0.00,0.00,3.90,4.68,13.65,11.31,6.04,4.48,4.87,25.15,2.34,2.14,0.39,0.78,3.12,3.31,1.95,1.36,0.00,0.39,0.97,12.28,0.39,0.19,0.19,0.19,14.42,2.73,2.14,2.34,1.36,2.92,3.90,1.75,0.00,1.36,0.39,3.90,0.39,0.19,0.00,2.92,6.43,1.36,0.97,3.31,1.56,0.19,7.60,15.59,2.73,20.08,5.85,9.94,4.48,0.39,4.09,0.39,0.39,0.19,0.19,1.75,0.19,0.97,0.19,0.19,0.00,16.96,0.00,5.07,0.00,0.00,0.19,0.00,0.00,0.19,11.50,0.00,0.00
Fake Love,Drake,"I've been down so long, it look like up to me They look up to me I got fake people showin' fake love to me Straight up to my face, straight up to my face I've been down so long, it look like up to me They look up to me I got fake people showin' fake love to me Straight up to my face, straight up to my face Somethin' ain't right when we talkin' Somethin' ain't right when we talkin' Look like you hidin' your problems Really you never was solid No, you can't ""son"" me You won't never get to run me Just when shit look out of reach I reach back like one, three Like one, three, yeah That's when they smile in my face Whole time they wanna take my place Whole time they wanna take my place Whole time they wanna take my place Yeah, I know they wanna take my place I can tell that love is fake I don't trust a word you say How you wanna clique up after your mistakes? Look you in the face, and it's just not the same I've been down so long, it look like up to me They look up to me I got fake people showin' fake love to me Straight up to my face, straight up to my face I've been down so long, it look like up to me They look up to me I got fake people showin' fake love to me Straight up to my face, straight up to my face Yeah, straight up to my face, tryna play it safe Vibe switch like night and day I can see it, like, right away I came up, you changed up I caught that whole play Since, things never been the same That's when they smile in my face Whole time they wanna take my place Whole time they wanna take my place Whole time they wanna take my place Yeah, I know they wanna take my place I can tell that love is fake I don't trust a word you say How you wanna clique up after your mistakes? Look you in the face, and it's just not the same I've been down so long, it look like up to me They look up to me I got fake people showin' fake love to me Straight up to my face, straight up to my face I've been down so long, it look like up to me They look up to me I got fake people showin' fake love to me Straight up to my face, straight up to my face Skrrt And more chune for your headtop So watch how you speak on my name, you know?",1,457,38.12,44.79,98.77,16.39,152.33,4.38,95.40,59.96,25.60,22.10,14.44,0.44,3.72,0.00,3.50,3.50,1.53,19.69,8.53,5.03,4.16,2.63,15.10,7.44,3.72,1.75,0.88,1.75,7.22,3.28,3.94,0.00,0.22,0.00,13.13,0.22,0.44,0.00,0.22,6.78,0.66,1.09,2.84,0.22,0.66,1.31,4.60,3.94,0.66,0.00,5.69,3.94,0.00,0.00,0.00,14.44,2.63,0.00,7.66,3.28,0.88,3.72,12.91,2.41,21.01,0.88,15.97,4.38,0.00,0.44,0.00,0.00,0.00,0.00,3.50,0.22,0.22,0.88,0.00,0.00,12.91,0.00,5.91,0.00,0.00,0.66,0.00,0.00,0.44,5.91,0.00,0.00
